Categoria,Titulo,Conteudo,Palavras chave,Url
Rejeições NFE,Rejeição: 235 - Inscrição SUFRAMA inválida.,"Rejeição

A Rejeição 235: Inscrição SUFRAMA inválida basicamente ocorre quando o cliente tenta fazer uma emissão de nota e a SUFRAMA não está informada ou está informada, porém, incorreta ou também com o código SUFRAMA preenchidos com zero (0) ou ainda com a numeração e digito verificador inválido.

Dicas

Como resolver? 

Para solucionar esta rejeição, precisa validar com o cliente ou contabilidade qual a numeração e digito verificar correto para o cliente, cadastrar ele agora com a numeração correta e fazer novamente a emissão.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-235
Rejeições NFE,Rejeição: 236 - Chave de acesso com dígito verificador inválido.,"Rejeição

A rejeição 236 ""Chave de Acesso com dígito verificador inválido"" ocorre quando o dígito verificador da chave de acesso não corresponde ao cálculo dos outros dígitos. 

A rejeição 236 pode ocorrer por:

A chave de acesso informada pertencer a outro documento fiscal que não seja uma NF-e

Conter espaços, pontos ou traços na chave acesso

Possuir algum número incorreto ou faltante

A formação dos campos da chave não estiver correta

Houver algum erro no processo de cálculo do dígito verificador

Dicas

Para resolver essa rejeição, você pode: 

Verificar se a chave de acesso foi gerada corretamente pelo sistema emissor 
Validar se a chave está digitada corretamente 
Revisar o processo de formação da chave de acesso, garantindo que todos os campos estejam corretamente preenchidos
Garantir que o cálculo do dígito verificador seja feito de acordo com as especificações do manual do contribuinte 
Gerar uma nova chave de acesso no sistema 
Reenviar a NF-e com a chave de acesso correta ","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-236
Rejeições NFE,Rejeição: 237 - CPF do destinatário inválido.,"Detalhes do erro

Essa rejeição ocorre pelo preenchimento errado do CPF no contato no cadastro do cliente.

Dicas de correção

Para corrigir esse problema, basta acessar o cadastro de clientes: ‘Cadastros Gerais’ → ‘Clientes’

Acesse o cadastro do cliente a ser corrigido e vá na aba de contatos:

Assim você pode validar os números no cadastro do CPF, corrigir e após isso, basta recarregar o cliente no pedido e faturar novamente.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-237
Rejeições NFE,Rejeição: 238 - Cabeçalho Versão do arquivo XML superior a versão vigente.,"Rejeição

A rejeição ""238: Cabeçalho - Versão do arquivo XML superior à Versão vigente"" ocorre quando a versão do arquivo XML da NF-e enviada para a SEFAZ é superior à versão vigente suportada pelo sistema autorizador. Isso pode acontecer quando o sistema emissor utiliza uma versão mais recente do que a versão homologada pela SEFAZ.

A SEFAZ define uma versão específica do schema XML que deve ser utilizada para a emissão de NF-e. Se o arquivo XML enviado estiver em uma versão superior à suportada, a SEFAZ rejeita a nota fiscal.

Dicas
Como Resolver

Para resolver a rejeição 238, siga os passos abaixo:

Verifique a versão do schema XML com o suporte. A versão deve ser exatamente a mesma que está vigente na SEFAZ.
Refaça o processo novamente dentro do sistema e gere o arquivo XML da NF-e com a versão correta do schema.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-238
Rejeições NFE,Rejeição: 239 - Cabeçalho Versão do arquivo XML não suportada.,"Detalhes do erro

A Rejeição 239 ocorre quando o cabeçalho do arquivo XML enviado para o WebService da SEFAZ não é suportado. Isso acontece porque a versão do XML utilizada não está de acordo com as especificações exigidas pela SEFAZ.

Na prática, isso significa que o cabeçalho do arquivo que está sendo enviado ao WebService não está de acordo com os padrões atualmente exigidos. Dessa maneira, o WebService recusa a recepção do arquivo e envia a rejeição informando a incompatibilidade.

Dicas de correção

Esse rejeição precisa ser tratada internamente pela UNO, sendo assim, se isso ocorrer, entrem em contato imediatamente com o suporte para efetuarmos a correção o quanto antes!!!

Se ocorrer, entrem em contato pelo portal ‘Extranet’ de ocorrências ou liguem nos números do suporte.

 

Apenas para fins de conhecimento:

Para resolver a Rejeição 239: Cabeçalho - Versão do arquivo XML não suportada, é necessário alterar o conteúdo do campo versao para ""4.00"". Além disso, todo o layout do XML deve estar de acordo com as exigências da NF-e 4.00, conforme estabelecido pela NT 2016.002.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-239
Rejeições NFE,Rejeição: 240 - Cancelamento/Inutilização – Irregularidade fiscal do emitente.,"Rejeição

A rejeição 240 ""Cancelamento/Inutilização - Irregularidade Fiscal do Emitente"" indica que a SEFAZ encontrou irregularidades no cadastro do emitente. 

Quando ocorre a rejeição 240? 

A rejeição 240 ocorre quando o emitente tenta cancelar ou inutilizar a numeração de uma nota fiscal e a SEFAZ encontra irregularidades no cadastro do emitente. 

Dicas

Como resolver:

Verifique a situação do cadastro do emitente junto à SEFAZ do Estado 
Peça ao cliente que entre em contato com o Posto Fiscal mais próximo e resolva a irregularidade 
Após a regularização, realize o cancelamento ou a inutilização da NF-e ","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-240
Rejeições NFE,Rejeição: 241 - Um número da faixa já foi utilizado. OK,"Rejeição

Rejeição: Um número da faixa já foi utilizado

Dicas

A mensagem ""Um número da faixa já foi utilizado"" é uma rejeição (241) que ocorre quando se tenta inutilizar uma numeração de nota fiscal que já foi usada ou constou intermitência na Sefaz e a  nota já foi processada mas o usuário consulta novamente antes de confirmar a validação. Orientamos que aguarde a nota ser validada ou invalidade pela SEFAZ e retransmitir novamente.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-241
Rejeições NFE,Rejeição: 242 - Cabeçalho – Falha no schema XML.,"Rejeição

 

A rejeição 242 ""Cabeçalho - Falha no Schema XML"" ocorre quando o arquivo XML não segue as regras do schema XSD exigido pela SEFAZ. 

Causas 

Caracteres especiais no arquivo
Campos com mais informações do que o permitido
Falta do elemento nfeCabecMsg no Header do envelope SAOP
Dicas

Como resolver :

Entre em contato com o time de suporte pelo extranet e relate sobre o erro anexando o XML completo, para que seja feita a correção do código dentro do sistema.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-242
Rejeições NFE,Rejeição: 243 - XML mal formado.,"Detalhes do erro

A formação correta de arquivos XML depende de algumas regras a serem seguidas. Tags que são abertas e não são fechadas, caracteres inválidos dentro das tags de abertura e fechamento, influenciam diretamente na validação da estrutura de um arquivo XML.

 

Dicas de correção

Para resolver a Rejeição 243: XML Mal Formado, verifique a estrutura do arquivo XML, pois não está de acordo com o Schema definido pela SEFAZ. Isso pode ser causado por espaços em branco entre as tags, tags que podem estar abertas e não fechadas, caracteres inválidos dentro das tags.

Caso ocorra esse erro, entre em contato com nosso suporte para validação.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-243
Rejeições NFE,Rejeição: 244 - CNPJ do certificado digital difere do CNPJ da matriz e do CNPJ do emitente.,"Rejeição

A rejeição 244 significa que o CNPJ do certificado digital não corresponde ao CNPJ do emitente. Isso ocorre quando o certificado digital utilizado para assinar um documento fiscal está incorreto. 

Quando a rejeição 244 ocorre? 

A rejeição 244 ocorre quando o certificado digital utilizado para assinar um documento fiscal está incorreto. Isso viola as normas do órgão autorizador. 

O que fazer se a situação persistir? 

Se a situação persistir, entre em contato com a SEFAZ do estado emissor para obter assistência adicional e resolver a questão técnica. 

Dicas

Como corrigir a rejeição 244? 

Verifique o CNPJ informado no cadastro da empresa
Verifique o CNPJ associado ao certificado digital
Utilize um certificado digital adequado e alinhado ao CNPJ correto do emitente
Insira o certificado valido dentro da tela de cadastro da empresa e refaça a validação","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-244
Rejeições NFE,Rejeição: 245 - CNPJ emitente não cadastrado. - OK,"Rejeição
Rejeição: 245 - CNPJ emitente não cadastrado
Causa
Motivo
CNPJ não está apto a realizar emissões de NFe pois não está cadastrado para realizar operação na SEFAZ.
Exceções
Não há.
Exemplo
Não há.
Como Resolver no UNO ERP
Para resolver, contabilidade da empresa precisará realizar o cadastro/registro na SEFAZ e disponibilizar CNPJ para emissão de NFe. Depois dessa liberação, deverá ser realizado o reenvio de NFe para validar se autorização deu certo.
Referência
Não há.
Dicas
Não há.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-245
Rejeições NFE,Rejeição: 246 - CNPJ destinatário não cadastrado. OK,"Rejeição

CNPJ destinatário não cadastrado

Dicas

Para resolver a Rejeição 246, é necessário verificar se o CNPJ do destinatário está cadastrado e habilitado na SEFAZ através do link.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-246
Rejeições NFE,Rejeição: 247 - Sigla da UF do emitente diverge da UF autorizada.,"Rejeição

A rejeição 247 significa que a sigla da Unidade Federativa (UF) do emitente é diferente do código da UF do emitente. Este erro ocorre quando se emite uma Nota Fiscal Eletrônica (NF-e) ou um CT-e. 

Para resolver a rejeição 247, é necessário que o campo cUF e UF sejam correspondentes.

Como verificar a rejeição 247? 

Ative o botão [XML – Visualizar XML
Procure pela tag UF dentro dos grupos infNFe/emit
Procure pela tag cUF dentro dos grupos infNFe/ide
Dicas

Como resolver :

Para resolver a rejeição 247, é necessário que o campo cUF e UF sejam correspondentes.
Caso não consiga alterar, poderá abrir uma OC pelo Extranet para o suporte.

 ","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-247
